1785432123308346	200	7019
1785432123315426	200	5331
1785432123312485	200	8507
1785432123320998	200	6015
1785432123320785	200	6335
1785432123320656	200	6659
1785432123327037	200	5757
1785432123327113	200	5776
1785432123327321	200	5715
1785432123326915	200	6258
1785432123332811	200	5944
1785432123332895	200	5964
1785432123333238	200	6065
1785432123333178	200	6254
1785432123333041	200	6529
1785432123338770	200	5965
1785432123339332	200	5498
1785432123338864	200	6002
1785432123339400	200	6557
1785432123339437	200	6618
1785432123339575	200	6568
1785432123344755	200	5756
1785432123344873	200	5983
1785432123346062	200	4962
1785432123346149	200	5013
1785432123345792	200	6075
1785432123344838	200	7156
1785432123345972	200	6214
1785432123351203	200	5828
1785432123350691	200	6510
1785432123350876	200	6473
1785432123352205	200	5290
1785432123351034	200	6827
1785432123351889	200	6582
1785432123351924	200	7001
1785432123352008	200	6993
1785432123357210	200	6202
1785432123357359	200	6223
1785432123359008	200	4841
1785432123358954	200	5043
1785432123358512	200	6099
1785432123358481	200	6331
1785432123357505	200	7412
1785432123357881	200	7119
1785432123357060	200	8025
1785432123364923	200	5288
1785432123365005	200	5245
1785432123365090	200	5264
1785432123363442	200	6942
1785432123363665	200	6742
1785432123364827	200	5880
1785432123363861	200	6893
1785432123364620	200	6310
1785432123364004	200	6980
1785432123364465	200	6704
1785432123370387	200	5750
1785432123370411	200	5817
1785432123370360	200	5934
1785432123370253	200	6200
1785432123370226	200	6656
1785432123370720	200	6229
1785432123371174	200	6067
1785432123370168	200	7659
1785432123370938	200	7462
1785432123370990	200	7813
1785432123370835	200	8130
1785432123376150	200	6579
1785432123376232	200	6570
1785432123378974	200	4282
1785432123376888	200	6419
1785432123376457	200	6953
1785432123376298	200	7170
1785432123376953	200	6747
1785432123378829	200	4873
1785432123378416	200	5493
1785432123377246	200	6668
1785432123377882	200	6093
1785432123378211	200	6526
1785432123383471	200	6293
1785432123382740	200	7094
1785432123382806	200	7079
1785432123383414	200	6561
1785432123383362	200	6816
1785432123383709	200	6523
1785432123383715	200	6588
1785432123383268	200	7169
1785432123383918	200	6647
1785432123383978	200	6912
1785432123383917	200	6982
1785432123384761	200	6412
1785432123383248	200	8093
1785432123389841	200	6871
1785432123389889	200	6902
1785432123389978	200	9723
1785432123390502	200	9278
1785432123389786	200	9976
1785432123390236	200	9590
1785432123390331	200	9501
1785432123390182	200	9717
1785432123390923	200	9139
1785432123390899	200	9394
1785432123390569	200	9773
1785432123391179	200	9324
1785432123391351	200	9162
1785432123389704	200	11318
1785432123396796	200	10158
1785432123399713	200	7735
1785432123399731	200	7758
1785432123399766	200	7734
1785432123396724	200	10794
1785432123399902	200	7850
1785432123399829	200	7983
1785432123399837	200	7989
1785432123400068	200	7847
1785432123400346	200	7783
1785432123400297	200	7931
1785432123400510	200	7804
1785432123400518	200	7993
1785432123401031	200	7714
1785432123397384	200	11831
1785432123407520	200	7372
1785432123406966	200	8102
1785432123407453	200	7776
1785432123407503	200	7872
1785432123408134	200	7853
1785432123407815	200	8332
1785432123407762	200	8514
1785432123409220	200	7658
1785432123407389	200	9707
1785432123408320	200	8779
1785432123407920	200	9239
1785432123407856	200	9345
1785432123407496	200	9763
1785432123408754	200	9295
1785432123408515	200	9697
1785432123408232	200	10119
1785432123414923	200	7329
1785432123415079	200	7297
1785432123415385	200	7584
1785432123415239	200	8558
1785432123417265	200	6774
1785432123416294	200	8407
1785432123416158	200	9326
1785432123417207	200	8814
1785432123417166	200	9057
1785432123416008	200	10649
1785432123418370	200	8418
1785432123417117	200	9870
1785432123418222	200	9008
1785432123418071	200	9436
1785432123416944	200	10897
1785432123417111	200	10840
1785432123416798	200	11870
1785432123422280	200	15441
1785432123422383	200	15469
1785432123422984	200	14982
1785432123424057	200	14014
1785432123423819	200	14342
1785432123424716	200	13638
1785432123426038	200	12442
1785432123425491	200	13026
1785432123426229	200	12510
1785432123426672	200	12313
1785432123426802	200	12362
1785432123426995	200	12249
1785432123427238	200	12182
1785432123427856	200	11863
1785432123427568	200	12209
1785432123427965	200	11826
1785432123428674	200	11187
1785432123423966	200	16415
1785432123437740	200	7711
1785432123437859	200	7947
1785432123438079	200	7841
1785432123438360	200	7589
1785432123438196	200	7904
1785432123437973	200	8224
1785432123438488	200	7790
1785432123438753	200	7554
1785432123438587	200	7932
1785432123439251	200	7514
1785432123439171	200	7690
1785432123438992	200	7968
1785432123439427	200	7713
1785432123439732	200	7562
1785432123439742	200	7608
1785432123439795	200	7690
1785432123439867	200	7634
1785432123440387	200	7283
1785432123437952	200	10240
1785432123445482	200	7689
1785432123445819	200	7536
1785432123445928	200	7724
1785432123446285	200	7730
1785432123446310	200	7853
1785432123446791	200	7932
1785432123447363	200	7486
1785432123447301	200	7650
1785432123447147	200	7825
1785432123446869	200	8157
1785432123446966	200	8152
1785432123446584	200	8639
1785432123446006	200	9261
1785432123447507	200	7809
1785432123447680	200	7666
1785432123446106	200	9295
1785432123448199	200	7257
1785432123446203	200	9506
1785432123445886	200	10036
1785432123447492	200	8623
1785432123453667	200	7761
1785432123455408	200	6346
1785432123455724	200	6135
1785432123454022	200	7877
1785432123453200	200	8750
1785432123453366	200	8659
1785432123454168	200	7911
1785432123455229	200	6938
1785432123455271	200	6968
1785432123454730	200	7680
1785432123455030	200	7615
1785432123455125	200	7600
1785432123454957	200	7947
1785432123454866	200	8140
1785432123454979	200	8098
1785432123456122	200	7111
1785432123455322	200	7928
1785432123455348	200	7938
1785432123455460	200	7938
1785432123455927	200	7719
1785432123454719	200	9487
1785432123462030	200	7122
1785432123461955	200	7292
1785432123461865	200	7523
1785432123461771	200	7804
1785432123461439	200	8263
1785432123462253	200	7623
1785432123462173	200	7926
1785432123461904	200	8202
1785432123462085	200	8175
1785432123462730	200	7714
1785432123462414	200	8223
1785432123462656	200	8077
1785432123463081	200	7815
1785432123463011	200	8028
1785432123462909	200	8178
1785432123463238	200	8104
1785432123463255	200	8138
1785432123463289	200	8196
1785432123463402	200	8309
