1785331343205986	200	9714
1785331343204439	200	11562
1785331343207712	200	8607
1785331343209848	200	7102
1785331343208759	200	8955
1785331343207996	200	10007
1785331343208242	200	10004
1785331343209328	200	9229
1785331343216961	200	1957
1785331343210931	200	8573
1785331343211311	200	8338
1785331343203182	200	16633
1785331343204877	200	15170
1785331343216324	200	3894
1785331343216007	200	4460
1785331343215320	200	5360
1785331343217976	200	2954
1785331343218014	200	2995
1785331343215738	200	5477
1785331343214041	200	7656
1785331343214730	200	7153
1785331343218252	200	3654
1785331343217724	200	6728
1785331343220053	200	5169
1785331343220692	200	4852
1785331343220222	200	5577
1785331343221888	200	4552
1785331343221911	200	4565
1785331343221709	200	4889
1785331343220933	200	5857
1785331343220471	200	6417
1785331343219820	200	7174
1785331343221012	200	6063
1785331343218562	200	8581
1785331343218927	200	8489
1785331343219658	200	8725
1785331343219510	200	8906
1785331343224463	200	4224
1785331343225229	200	3848
1785331343226607	200	4154
1785331343227005	200	4349
1785331343227148	200	4213
1785331343226482	200	4898
1785331343227421	200	4015
1785331343226813	200	4894
1785331343227082	200	4820
1785331343225809	200	6139
1785331343226455	200	5886
1785331343229086	200	3391
1785331343225550	200	7278
1785331343228400	200	4631
1785331343228421	200	4954
1785331343228693	200	4693
1785331343232347	200	1364
1785331343231381	200	2387
1785331343230782	200	3198
1785331343232836	200	1824
1785331343221219	200	13729
1785331343233773	200	2117
1785331343233391	200	2616
1785331343233988	200	2376
1785331343226893	200	9482
1785331343233039	200	3862
1785331343231954	200	5006
1785331343233384	200	3588
1785331343232482	200	4565
1785331343231438	200	6449
1785331343231917	200	6513
1785331343231716	200	6800
1785331343231366	200	7417
1785331343231364	200	7423
1785331343233727	200	5481
1785331343236012	200	3531
1785331343236381	200	3264
1785331343236977	200	3088
1785331343236386	200	3757
1785331343235895	200	4280
1785331343234669	200	5686
1785331343236965	200	3505
1785331343234958	200	5696
1785331343237050	200	3620
1785331343236921	200	4822
1785331343239547	200	3177
1785331343239213	200	3583
1785331343240360	200	2579
1785331343240474	200	2511
1785331343240179	200	3135
1785331343240146	200	3274
1785331343240072	200	3512
1785331343238793	200	4874
1785331343239652	200	4273
1785331343240671	200	3469
1785331343238520	200	5804
1785331343238436	200	5928
1785331343240662	200	3760
1785331343237896	200	6553
1785331343238796	200	5974
1785331343242943	200	3148
1785331343242990	200	3134
1785331343242734	200	3408
1785331343241755	200	4473
1785331343242802	200	3518
1785331343243427	200	3759
1785331343243676	200	3565
1785331343243588	200	3810
1785331343243319	200	4151
1785331343243929	200	3797
1785331343244145	200	3710
1785331343244426	200	3598
1785331343244366	200	3743
1785331343244451	200	3889
1785331343244331	200	4213
1785331343247245	200	1468
1785331343246101	200	3194
1785331343246235	200	3161
1785331343246128	200	3352
1785331343246144	200	3549
1785331343248114	200	1923
1785331343248345	200	1852
1785331343247404	200	3006
1785331343247474	200	3047
1785331343247734	200	2975
